6.498933e+002,1.503239e-001
6.503754e+002,1.464334e-001
6.508575e+002,1.518255e-001
6.513397e+002,1.563763e-001
6.518218e+002,1.526072e-001
6.523039e+002,1.456008e-001
6.527860e+002,1.457715e-001
6.532681e+002,1.483394e-001
6.537502e+002,1.500861e-001
6.542324e+002,1.502492e-001
6.547145e+002,1.528505e-001
6.551966e+002,1.522681e-001
6.556787e+002,1.523414e-001
6.561608e+002,1.543286e-001
6.566429e+002,1.564982e-001
6.571251e+002,1.513772e-001
6.576072e+002,1.480289e-001
6.580893e+002,1.498298e-001
6.585714e+002,1.474032e-001
6.590535e+002,1.511209e-001
6.595356e+002,1.499779e-001
6.600178e+002,1.454885e-001
6.604999e+002,1.467100e-001
6.609820e+002,1.527489e-001
6.614641e+002,1.506902e-001
6.619462e+002,1.452857e-001
6.624283e+002,1.473792e-001
6.629105e+002,1.495525e-001
6.633926e+002,1.500816e-001
6.638747e+002,1.492279e-001
6.643568e+002,1.466923e-001
6.648389e+002,1.467397e-001
6.653210e+002,1.465098e-001
6.658032e+002,1.458764e-001
6.662853e+002,1.438588e-001
6.667674e+002,1.424751e-001
6.672495e+002,1.365677e-001
6.677316e+002,1.558424e-001
6.682137e+002,1.804339e-001
6.686959e+002,1.581832e-001
6.691780e+002,1.491339e-001
6.696601e+002,1.482269e-001
6.701422e+002,1.466437e-001
6.706243e+002,1.461742e-001
6.711064e+002,1.459436e-001
6.715886e+002,1.455498e-001
6.720707e+002,1.423337e-001
6.725528e+002,1.402180e-001
6.730349e+002,1.415446e-001
6.735170e+002,1.435515e-001
6.739991e+002,1.386185e-001
6.744813e+002,1.374830e-001
6.749634e+002,1.440421e-001
6.754455e+002,1.436915e-001
6.759276e+002,1.414843e-001
6.764097e+002,1.423313e-001
6.768918e+002,1.398794e-001
6.773740e+002,1.387715e-001
6.778561e+002,1.422883e-001
6.783382e+002,1.431375e-001
6.788203e+002,1.421894e-001
6.793024e+002,1.402791e-001
6.797845e+002,1.373482e-001
6.802667e+002,1.377809e-001
6.807488e+002,1.385675e-001
6.812309e+002,1.375776e-001
6.817130e+002,1.368938e-001
6.821951e+002,1.354274e-001
6.826772e+002,1.361871e-001
6.831594e+002,1.369299e-001
6.836415e+002,1.363219e-001
6.841236e+002,1.368206e-001
6.846057e+002,1.375287e-001
6.850878e+002,1.346930e-001
6.855699e+002,1.329817e-001
6.860521e+002,1.324359e-001
6.865342e+002,1.339525e-001
6.870163e+002,1.332975e-001
6.874984e+002,1.328162e-001
6.879805e+002,1.327579e-001
6.884626e+002,1.313686e-001
6.889448e+002,1.330878e-001
6.894269e+002,1.346013e-001
6.899090e+002,1.344327e-001
6.903911e+002,1.337010e-001
6.908732e+002,1.343336e-001
6.913553e+002,1.339802e-001
6.918375e+002,1.320900e-001
6.923196e+002,1.297385e-001
6.928017e+002,1.292647e-001
6.932838e+002,1.290328e-001
6.937659e+002,1.296618e-001
6.942480e+002,1.298767e-001
6.947302e+002,1.319374e-001
6.952123e+002,1.316193e-001
6.956944e+002,1.270696e-001
6.961765e+002,1.271927e-001
6.966586e+002,1.273071e-001
6.971407e+002,1.245628e-001
6.976229e+002,1.233409e-001
6.981050e+002,1.237976e-001
6.985871e+002,1.253589e-001
6.990692e+002,1.264371e-001
6.995513e+002,1.255929e-001
7.000334e+002,1.268738e-001
7.005156e+002,1.261715e-001
7.009977e+002,1.230246e-001
7.014798e+002,1.242269e-001
7.019619e+002,1.240832e-001
7.024440e+002,1.228908e-001
7.029261e+002,1.227681e-001
7.034083e+002,1.227700e-001
7.038904e+002,1.218968e-001
7.043725e+002,1.214475e-001
7.048546e+002,1.218195e-001
7.053367e+002,1.219419e-001
7.058188e+002,1.205860e-001
7.063010e+002,1.205803e-001
7.067831e+002,1.193703e-001
7.072652e+002,1.192779e-001
7.077473e+002,1.188440e-001
7.082294e+002,1.194472e-001
7.087115e+002,1.205856e-001
