6.498933e+002,7.055534e-002
6.503754e+002,6.880293e-002
6.508575e+002,5.976621e-002
6.513397e+002,5.446738e-002
6.518218e+002,5.788854e-002
6.523039e+002,6.289898e-002
6.527860e+002,6.328021e-002
6.532681e+002,6.056957e-002
6.537502e+002,6.156146e-002
6.542324e+002,6.056542e-002
6.547145e+002,5.502741e-002
6.551966e+002,5.109130e-002
6.556787e+002,4.745920e-002
6.561608e+002,4.559399e-002
6.566429e+002,4.696322e-002
6.571251e+002,4.924593e-002
6.576072e+002,5.068230e-002
6.580893e+002,5.042329e-002
6.585714e+002,5.000741e-002
6.590535e+002,4.787276e-002
6.595356e+002,4.380327e-002
6.600178e+002,4.435168e-002
6.604999e+002,4.478503e-002
6.609820e+002,4.206118e-002
6.614641e+002,3.963490e-002
6.619462e+002,4.208396e-002
6.624283e+002,4.540148e-002
6.629105e+002,4.349991e-002
6.633926e+002,3.872251e-002
6.638747e+002,3.672364e-002
6.643568e+002,3.886094e-002
6.648389e+002,3.983336e-002
6.653210e+002,3.698914e-002
6.658032e+002,3.447525e-002
6.662853e+002,3.363649e-002
6.667674e+002,3.191349e-002
6.672495e+002,3.080276e-002
6.677316e+002,2.584121e-002
6.682137e+002,2.805559e-002
6.686959e+002,3.035276e-002
6.691780e+002,3.079209e-002
6.696601e+002,3.171637e-002
6.701422e+002,3.075254e-002
6.706243e+002,2.958363e-002
6.711064e+002,2.974909e-002
6.715886e+002,2.904847e-002
6.720707e+002,2.742485e-002
6.725528e+002,2.638116e-002
6.730349e+002,2.729527e-002
6.735170e+002,2.901687e-002
6.739991e+002,2.632729e-002
6.744813e+002,2.438951e-002
6.749634e+002,2.695954e-002
6.754455e+002,2.729340e-002
6.759276e+002,2.566324e-002
6.764097e+002,2.539175e-002
6.768918e+002,2.476090e-002
6.773740e+002,2.238648e-002
6.778561e+002,2.230657e-002
6.783382e+002,2.483496e-002
6.788203e+002,2.351923e-002
6.793024e+002,2.226283e-002
6.797845e+002,2.429791e-002
6.802667e+002,2.389033e-002
6.807488e+002,2.159312e-002
6.812309e+002,2.069675e-002
6.817130e+002,1.974079e-002
6.821951e+002,2.121837e-002
6.826772e+002,2.140988e-002
6.831594e+002,2.042422e-002
6.836415e+002,2.126006e-002
6.841236e+002,2.024501e-002
6.846057e+002,2.124631e-002
